record_id,source_system,source_container,item_path,item_name,item_kind,format,size_bytes,created_at,modified_at,source_id,web_url,sha256,text_sha256,classification_level,classification_label,classification_status,proposed_category,editorial_status,duplicate_of,article_association,inspection_scope,rationale,warnings
zip:84b1d91767a0:0024,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Entendendo o Risco/tabelaOR.png,tabelaOR.png,file,png,596623,,2026-02-13T18:00:46,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:29ca10ea,,b9d0d9cc9a8923eba8f0405f33cb02906e9c1ecd580dfdfac338f1d07e3bbb60,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Ativo visual ou gravação potencialmente útil, ainda não aprovado como regra.",
zip:84b1d91767a0:0025,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Reviews DGA 2025-2030/piramideinvertida.png,piramideinvertida.png,file,png,384032,,2026-01-18T13:47:32,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:d42fc411,,a5bb6a8467c0aad3768c83e636aafdf768842593ad7729943afca956866117f5,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0026,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Resposta Clínica Protein Timing 22_01.docx,Cópia de Resposta Clínica Protein Timing 22_01.docx,file,docx,315567,,2026-01-22T16:27:08,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:1a2bdf7a,,38b62b9c964be235f0d9e2749395415cf6e2614ca7819931be452b24880f4377,691b053104255f31ce406cba2a280f170ed9db79f27a6ea263541f825b41d45d,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0027,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,[Revisando] Resposta Clínica Obesidade Adaptações Metabólicas 28_12.docx,[Revisando] Resposta Clínica Obesidade Adaptações Metabólicas 28_12.docx,file,docx,321629,,2026-06-16T23:19:30,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:196b0d4d,,4778715a7dba847d536d9b9daa87ef5aa03b5deac9479b6cae9259b9c76a7f54,28cf8357cdcab9e3bf9681a02af1fdc6d44f123b3b7f184427834ea8106ecdce,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0028,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Resposta Clínica Álcool e Demência 04_03.docx,Cópia de Resposta Clínica Álcool e Demência 04_03.docx,file,docx,313450,,2026-03-04T03:04:50,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:c827801d,,81e3454955a597f70aea486b72dac5f383f83ace36e4bb4c0584a6e2ec29aad3,d40d42c33dbf02c9146463c5b775a93832f5c1b0cf41916315441a61d23447fd,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0029,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Reviews DGA 2025-2030/dga8595.png,dga8595.png,file,png,690251,,2026-01-10T13:17:18,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:dc40b239,,b3942644f629aa6ead09288984557956a215ecf6a9942409bdb86a7de443d84d,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0030,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Sugestões de Temas/Temas Reviews Diretrizes 04_05.docx,Temas Reviews Diretrizes 04_05.docx,file,docx,315237,,2026-06-04T05:41:52,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:269279f4,,bb536f6b3d783ed3dc03b93bae52d6e72643201b96623ad8320a82fa72a83456,9f09a86f5697f56cbc77fbfa86aa78be5c4bdeabecdb37e8ec54d9b7768f9928,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:84b1d91767a0:0031,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Reviews DGA 2025-2030/1992pyramid.jpeg,1992pyramid.jpeg,file,jpeg,347659,,2026-01-18T13:43:00,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:6d25c129,,7620e3f740379cb4ff8635d05f12002694638037a02caa49c9258f8a48098b39,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0032,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Cópia de Resposta Clínica Obesidade Infantil 28_02.docx,Cópia de Resposta Clínica Obesidade Infantil 28_02.docx,file,docx,315541,,2026-03-01T15:18:40,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:9c384282,,61c8b640440f03622d48127d543f7c880dc878d3ac798e7f20e0c727b999ce84,2634091870772fafc566441fd448d1b8d298aba58f0fe8698ae665a9ad40a546,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",contém trechos com formatação vermelha
zip:84b1d91767a0:0033,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Sugestões de Temas/Temas Reviews FEV_26.docx,Temas Reviews FEV_26.docx,file,docx,623146,,2026-04-07T06:36:02,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:de42c59b,,10a2e167e6f04a713dce10b4704d46aee33a6b4a2f995590bcac6aa7b2fcb32a,b6cd00d7de55b66e557c2a5bf4808d6e567f3583c9244bdfc0242e5581b34c62,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,2 comentário(s) Word
zip:84b1d91767a0:0034,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Resposta Clínica UPDATE TRIAL 20_01.docx,Cópia de Resposta Clínica UPDATE TRIAL 20_01.docx,file,docx,325557,,2026-01-22T09:10:34,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:37042386,,562644ad23f64be663661329b283e183a12dacdebd18ef7c47d9fb9245cbddd3,ba04cbc80c8c470d72d2772d4df8ac12de064ceda131664a78edd3bb4d667179,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0035,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Entendendo o Risco/Knight_smoking-e1443202443842.png,Knight_smoking-e1443202443842.png,file,png,241555,,2026-02-13T17:58:52,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:99d8cc33,,975c24dc632360bec7313a54db8e925ee38a1161e40d86005800dfec6b46f4de,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Ativo visual ou gravação potencialmente útil, ainda não aprovado como regra.",
zip:84b1d91767a0:0036,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Doença celíaca ACG Reviews 02_06.docx,Cópia de Doença celíaca ACG Reviews 02_06.docx,file,docx,2757575,,2026-06-02T15:05:02,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:72fac80e,,1bd376ae1f3b12a599edff913f1d9e5882dedc9067631012c31f540d9021f152,c7f8f2653ba067661adb3acf23cf69fd64701aa1e41a0504b3c135e90f0e5310,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0037,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Resposta Clínica Análogos de GLP-1 Cópia 21_01.docx,Resposta Clínica Análogos de GLP-1 Cópia 21_01.docx,file,docx,318777,,2026-01-21T13:37:14,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:de8e517f,,59c2ee314c97f219759bbf3dd375ab7649c94a7671c21737742e1abbda0158cf,1ead8eafbef49f67f349610f41b6f78d11cea2dbbbedf9ba676dfe72781df34a,F,excluído,proposed,local-archive-item,unknown,zip:84b1d91767a0:0045,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Duplicata textual de zip:84b1d91767a0:0045; mantida apenas para rastreabilidade.,contém trechos com formatação vermelha
zip:84b1d91767a0:0038,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Cópia de Doença celíaca ACG Reviews 02_06.docx,Cópia de Cópia de Doença celíaca ACG Reviews 02_06.docx,file,docx,320533,,2026-06-16T09:53:16,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:a09635f2,,6910bb7fe802843aa68fb928657b8c5282064c0a59e39daf48f740bcfc2b0f9d,f43e164c108b4c91a1eaa9d4cac02ab512708cddb4127212a08a00747ae63d54,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:84b1d91767a0:0039,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Cópia de Resposta Clínica Ômega 3 e DCV 04_04.docx,Cópia de Resposta Clínica Ômega 3 e DCV 04_04.docx,file,docx,317344,,2026-04-04T14:01:04,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:91867298,,c9a0877886341447e74673afbbe21d54e7dfb021f4570e6c0b4475a3fb6cc135,120b960d7b013075c03b18b82a4c5ef29c65b6fe884c44daeb3a4350ff991486,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",1 comentário(s) Word; contém trechos com formatação vermelha
zip:84b1d91767a0:0040,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Sugestões de Temas/Temas Reviews ABR_26.docx,Temas Reviews ABR_26.docx,file,docx,622169,,2026-06-05T13:52:16,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:f6a3e9e4,,0425a0dbafe2d20fe96e190883533cf2a7fcaaf75599f19e0223c755d3995bd4,f44abeae932b6d1c83b7f935914c1f0fbb397605c491879e3f2e7d27aed9d51f,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:84b1d91767a0:0041,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Cópia de Resposta Clínica Análogos de GLP-1 Cópia 21_01.docx,Cópia de Resposta Clínica Análogos de GLP-1 Cópia 21_01.docx,file,docx,318777,,2026-04-17T08:06:52,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:de8e517f,,59c2ee314c97f219759bbf3dd375ab7649c94a7671c21737742e1abbda0158cf,1ead8eafbef49f67f349610f41b6f78d11cea2dbbbedf9ba676dfe72781df34a,F,excluído,proposed,local-archive-item,unknown,zip:84b1d91767a0:0045,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Duplicata textual de zip:84b1d91767a0:0045; mantida apenas para rastreabilidade.,contém trechos com formatação vermelha
zip:84b1d91767a0:0042,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,[Revisando] Resposta Clínica DII Psycho 19_12.docx,[Revisando] Resposta Clínica DII Psycho 19_12.docx,file,docx,318825,,2026-01-04T11:47:36,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:60c7eb60,,86b54927fc33d3274dd618a53e42fa075aba6957bddf3a31782f8445a1f5ff72,304a6157b2e86a90e1e3287b6427853c418c532841f0b145c1501fd29dcdbfad,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0043,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Sugestões de Temas/Temas Reviews MAR_26.docx,Temas Reviews MAR_26.docx,file,docx,804945,,2026-04-07T06:36:06,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:277e06a4,,679d8a6629d7d95cb1118c537f0720a7d37bd6b6eb20dad61db18ac52474c51b,b49ce7dce8044880168ba765bbc7b0e4c3a7dcf45f1d8e277c169422a61c25c2,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,1 comentário(s) Word
zip:84b1d91767a0:0044,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Cópia de Reviews Cookbook Cancer 15_03.docx,Cópia de Cópia de Reviews Cookbook Cancer 15_03.docx,file,docx,317655,,2026-07-20T03:27:20,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:c239ff5f,,25847a57ec7be2bce08b1aa7164999a7ff34d722eed3e42b0e57ddda43bcf97c,c3ab5e5738a2c91d12784c4cae71a641602f0ef3d41f9d24e68def60dbede4c8,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:84b1d91767a0:0045,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Cópia de Cópia de Resposta Clínica Análogos de GLP-1 Cópia 21_01.docx,Cópia de Cópia de Resposta Clínica Análogos de GLP-1 Cópia 21_01.docx,file,docx,318777,,2026-04-17T08:07:04,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:de8e517f,,59c2ee314c97f219759bbf3dd375ab7649c94a7671c21737742e1abbda0158cf,1ead8eafbef49f67f349610f41b6f78d11cea2dbbbedf9ba676dfe72781df34a,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",contém trechos com formatação vermelha
zip:84b1d91767a0:0046,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Entendendo o Risco/cálculo do risco relativo.png,cálculo do risco relativo.png,file,png,53168,,2026-02-11T06:23:26,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:40c9c70a,,9ae895eead4f9aa3284561f12ecb4fe255ffebf29f00ae63fe05125e563d5dd4,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Ativo visual ou gravação potencialmente útil, ainda não aprovado como regra.",
zip:84b1d91767a0:0047,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Reviews DGA 2025-2030/dga1980.png,dga1980.png,file,png,3247436,,2026-01-18T11:15:30,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:68506376,,fc1209761f1b10a8716e6807359da98879f2bfc4208b5a36b9ac340ebd0d764c,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0048,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Reviews Modificadores de Efeito 29_04.docx,Cópia de Reviews Modificadores de Efeito 29_04.docx,file,docx,2188420,,2026-04-29T08:34:20,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:7652b1dd,,b5767b947e0746a0133ba16a740e68593ccce55a697e7b2fb808e0c664119367,6cc456401a1498edee55230574e7d131ac446623937a39876293d08498e26901,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0049,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Cópia de Reviews DRC Conservador 22_03.docx,Cópia de Reviews DRC Conservador 22_03.docx,file,docx,322251,,2026-04-01T14:54:14,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:d5107260,,5eb688fe981c2215790deead526669df8747e78b5729a9f1857056f56809e45d,ca8bf5049bd8977d90da457c32de713d8ab2c52b036a0a62e541830d363fd86d,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",contém trechos com formatação vermelha
zip:84b1d91767a0:0050,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Sugestões de Temas/SUGESTÕES DOS ASSINANTES REVIEWS (30 de dezembro de 2025).docx,SUGESTÕES DOS ASSINANTES REVIEWS (30 de dezembro de 2025).docx,file,docx,328546,,2026-04-07T06:36:16,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:7878f8e3,,c888e1a44d1927d4bb28ce4067f97add7efd2f17598016b0c15a14bed72deb87,d96c37786b4bf4f8c3453112d4b7f034343cf9392512bb99239a08583d8c9e19,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
zip:84b1d91767a0:0051,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Reviews Framework EASO 20_05.docx,Cópia de Reviews Framework EASO 20_05.docx,file,docx,5122003,,2026-05-20T16:29:08,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:d6bcc806,,ab92d78e0423dcbdb1a57bcb55e18b7fe37dec109524134b3072dbd66c75d1e3,6a0d867fd7f3a8ab6b390b8939a7e985e04dc5a805af5fad947e3ccafad3ea3c,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0052,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Necessidade cultural x real Proteína/7546a7be-64a5-4633-9bc9-5d303ff303b5.png,7546a7be-64a5-4633-9bc9-5d303ff303b5.png,file,png,6004955,,2026-02-17T04:14:14,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:eb1fe5f2,,a1761ef7cd21be17da40cbae06368e2458fe84ee6e5141780fb5d0c6eacb27aa,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0053,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Obesidade pré clínica e clínica Reviews CÓPIA 10_12.docx,Obesidade pré clínica e clínica Reviews CÓPIA 10_12.docx,file,docx,602476,,2025-12-18T07:15:00,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:d9122e2f,,0769935c19fd5aec61a15938222400bbecab89d6174ac9d865f1f701431d383c,47ef4ef0fdd654e20e30816290598148ceb432efc6ce290c827721a45b8e2686,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0054,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/[publicado] Resposta Clínica Vitamina D Respiratória 14_12.docx,[publicado] Resposta Clínica Vitamina D Respiratória 14_12.docx,file,docx,318942,,2026-03-03T11:13:38,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:d9576ed7,,8b12c44ce82cb783b561de34116f946a120b594db89c13c1e4a05281474b3c88,a51224f7f38683a5e9aad3219900482f09c700892619acd895fdf1de5ce70fa3,C,"publicado, mas histórico",proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,"Nome marca publicação, mas o material permanece histórico até curadoria.",contém trechos com formatação vermelha
zip:84b1d91767a0:0055,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Fibras e DM2 Reviews 28_05.docx,Cópia de Fibras e DM2 Reviews 28_05.docx,file,docx,314658,,2026-05-28T03:53:40,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:acc8aed2,,175d4a3a2fae1e4bf05807e0626ae180db19a506aac2830cc575b9a94bbec6e3,977c62c145561d4b0b19d3bd7d6bef5369ce2a6d8848e644419a98f8da2e1d53,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0056,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/Reviews DGA 2025-2030/Dietary goals.png,Dietary goals.png,file,png,3111979,,2026-01-18T11:15:24,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:0ef1a0e7,,df6e8b890c6fa50ec2aa018cce9be5d68515b833d0905f4b05d857793e92cce3,,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-and-binary-hash,"Está na área Publicados, que contém status mistos; publicação não foi presumida.",
zip:84b1d91767a0:0057,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Resposta Clínica Comparação Macros 22_02.docx,Cópia de Resposta Clínica Comparação Macros 22_02.docx,file,docx,313763,,2026-02-23T03:33:56,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:0b58282d,,e7f7ed847b52002a8e56232ac96217f9e881b8f72b01e859c97598f8f1df77e3,aa0257d1e2ba74f2a6407c6ed7fdd6195e7269e3adc04426bb153ef9db1b9f78,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0058,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Sugestões de Temas/Temas Reviews JAN_26.docx,Temas Reviews JAN_26.docx,file,docx,311262,,2026-04-07T06:35:56,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:2b7e42dd,,557edb2a9374b3084648cf2b187658655442464545299372981891096082bd9e,0b0ceb57b20d50393c9714757dd35d26929070b9641651c80803bd54a68c002c,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,1 comentário(s) Word
zip:84b1d91767a0:0059,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Reviews Diretrizes Esportiva 13_06.docx,Reviews Diretrizes Esportiva 13_06.docx,file,docx,1588717,,2026-06-26T06:56:28,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:0f0a2125,,71ffa0ea9e1d1ea4a9e5e3b475617fa08d0fb4aac3deb7bca34d330d5e387551,3b69c09c3db65ad98259dda25bb1c7bbda812e4cf4154ab53dd519caa1a9869f,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0060,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Cópia de Reviews Cookbook Cancer 15_03.docx,Cópia de Reviews Cookbook Cancer 15_03.docx,file,docx,6181862,,2026-03-16T05:23:26,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:af3e0d3b,,9075b566dbf70a4229c1bd2c4b5ff59747950d8e5aaf7fa7a9cba9ff24b7d9a4,962583e48133abfeeaf4a2996a168e5c781dc3f2b73435e647b9b9a66b27811d,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,contém trechos com formatação vermelha
zip:84b1d91767a0:0061,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Versões antigas/[old] Colágeno RS com MA Reviews Cópia 02_12_25.docx,[old] Colágeno RS com MA Reviews Cópia 02_12_25.docx,file,docx,1075152,,2026-01-14T04:29:18,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:1f37c539,,1f54ce1dcd53bc3210fafae90ffcaccb644ecb2cd74f71e19aa7d6f340d68b35,17f05030e45e7e0b80fa861540bc91cc9ab88f2b9f2f255b0a10a8b108970fea,E,legado ou desatualizado,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Localização explicitamente histórica ou de teste.,1 comentário(s) Word; contém trechos com formatação vermelha
zip:84b1d91767a0:0062,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Publicados/[publicada] Reviews Colágeno RS com MA Cópia 07_01_26.docx,[publicada] Reviews Colágeno RS com MA Cópia 07_01_26.docx,file,docx,1074117,,2026-02-02T14:04:02,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:4f437d13,,806d24c29439c4c042aecb72244f7f6dd678a004101eed073ad5e9f72d9cd376,c18e30a5e91bbb1c27b38f7f262df357c1f14760c665ae363917005aed19456e,C,"publicado, mas histórico",proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,"Nome marca publicação, mas o material permanece histórico até curadoria.",contém trechos com formatação vermelha
zip:84b1d91767a0:0063,local-zip,D:\drive-download-20260722T201133Z-1-001.zip,Entendendo o Risco/Apêndice Questões e Gabarito.docx,Apêndice Questões e Gabarito.docx,file,docx,313464,,2026-02-17T05:48:08,84b1d91767a00bb6e499bb2449de6c6908d97f0e29c8d163e801f959acd193c7:275a59ff,,4d184a733c07a003b28263adb881aa65a411512e5843abb5314ffb7231d5e610,bfa95013ec90f6440196faab0b231a0ce631442b14d3b77523a086f58133ff36,D,material de discussão,proposed,local-archive-item,unknown,,unresolved-no-source-article-confirmed,metadata-hash-and-docx-text,Material fornecido para descoberta; influência normativa depende de aprovação humana.,
