record_id,source_system,source_container,item_path,item_name,item_kind,format,size_bytes,created_at,modified_at,source_id,web_url,sha256,text_sha256,classification_level,classification_label,classification_status,proposed_category,editorial_status,duplicate_of,article_association,inspection_scope,rationale,warnings
drive:1os6G_VSBej19o5R4jOk9Zf9w-2uitZDKrtiD6Z6kCVM,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Doença celíaca ACG Reviews 02/06,Cópia de Doença celíaca ACG Reviews 02/06,file,application/vnd.google-apps.document,2451434,2026-06-02T22:05:03.864Z,2026-06-02T22:05:03.864Z,1os6G_VSBej19o5R4jOk9Zf9w-2uitZDKrtiD6Z6kCVM,https://docs.google.com/document/d/1os6G_VSBej19o5R4jOk9Zf9w-2uitZDKrtiD6Z6kCVM/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1P1UacA65-8CR8C88Fn9dXxCLAFkTh03yxPFixuZkEEU,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Fibras e DM2 Reviews 28/05,Cópia de Fibras e DM2 Reviews 28/05,file,application/vnd.google-apps.document,9245,2026-05-28T10:53:41.039Z,2026-05-28T10:53:41.039Z,1P1UacA65-8CR8C88Fn9dXxCLAFkTh03yxPFixuZkEEU,https://docs.google.com/document/d/1P1UacA65-8CR8C88Fn9dXxCLAFkTh03yxPFixuZkEEU/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1A9toPQ7JknOXniaTx8Ur2bIhcwb0D0jzdRzUh_he0pY,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Resposta Clínica Álcool e Demência 04/03,Cópia de Resposta Clínica Álcool e Demência 04/03,file,application/vnd.google-apps.document,7920,2026-03-04T10:07:58.310Z,2026-03-04T11:04:51.422Z,1A9toPQ7JknOXniaTx8Ur2bIhcwb0D0jzdRzUh_he0pY,https://docs.google.com/document/d/1A9toPQ7JknOXniaTx8Ur2bIhcwb0D0jzdRzUh_he0pY/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:14JHovxW6U_-OxlLBEQr-ZGd66eVhfAjvifp6wKlRFU4,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Resposta Clínica AUP e CA 31/01,Cópia de Resposta Clínica AUP e CA 31/01,file,application/vnd.google-apps.document,8872,2026-01-31T23:38:35.923Z,2026-01-31T23:38:51.021Z,14JHovxW6U_-OxlLBEQr-ZGd66eVhfAjvifp6wKlRFU4,https://docs.google.com/document/d/14JHovxW6U_-OxlLBEQr-ZGd66eVhfAjvifp6wKlRFU4/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1aAXoK1E6--I3gyEkdlaj20019vVsxa7KfX_ShdLl2PY,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Resposta Clínica Comparação Macros 22/02,Cópia de Resposta Clínica Comparação Macros 22/02,file,application/vnd.google-apps.document,8058,2026-02-22T23:58:33.970Z,2026-02-23T11:33:56.947Z,1aAXoK1E6--I3gyEkdlaj20019vVsxa7KfX_ShdLl2PY,https://docs.google.com/document/d/1aAXoK1E6--I3gyEkdlaj20019vVsxa7KfX_ShdLl2PY/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1oK9kHo-3pI8m8WZcxokwQ2T9qQloCqoZ50s73QqoSpU,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Resposta Clínica Obesidade Infantil e Açúcar 09/03,Cópia de Resposta Clínica Obesidade Infantil e Açúcar 09/03,file,application/vnd.google-apps.document,8836,2026-03-09T18:55:27.129Z,2026-07-02T10:33:23.719Z,1oK9kHo-3pI8m8WZcxokwQ2T9qQloCqoZ50s73QqoSpU,https://docs.google.com/document/d/1oK9kHo-3pI8m8WZcxokwQ2T9qQloCqoZ50s73QqoSpU/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1i5_Q3XEcSpVmvX8eXf0EKrKIYPbafA4ql25Lsh3taWM,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Resposta Clínica Protein Timing 22/01,Cópia de Resposta Clínica Protein Timing 22/01,file,application/vnd.google-apps.document,10117,2026-01-23T00:23:29.982Z,2026-01-23T00:27:08.632Z,1i5_Q3XEcSpVmvX8eXf0EKrKIYPbafA4ql25Lsh3taWM,https://docs.google.com/document/d/1i5_Q3XEcSpVmvX8eXf0EKrKIYPbafA4ql25Lsh3taWM/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1obJqcqCxRZcsS18IC3bN5uZvRoYjnMGA2lHzwjjZ62M,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Resposta Clínica UPDATE TRIAL 20/01,Cópia de Resposta Clínica UPDATE TRIAL 20/01,file,application/vnd.google-apps.document,19996,2026-01-20T12:29:52.868Z,2026-01-22T17:10:34.671Z,1obJqcqCxRZcsS18IC3bN5uZvRoYjnMGA2lHzwjjZ62M,https://docs.google.com/document/d/1obJqcqCxRZcsS18IC3bN5uZvRoYjnMGA2lHzwjjZ62M/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1Eavx2wutW1Xrd6xbriOyjeOFC5FoW5OREAqdwuVKjm0,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Resposta Clínica Vaginose Bacteriana 28/01,Cópia de Resposta Clínica Vaginose Bacteriana 28/01,file,application/vnd.google-apps.document,9246,2026-01-28T13:12:31.691Z,2026-02-22T21:49:00.140Z,1Eavx2wutW1Xrd6xbriOyjeOFC5FoW5OREAqdwuVKjm0,https://docs.google.com/document/d/1Eavx2wutW1Xrd6xbriOyjeOFC5FoW5OREAqdwuVKjm0/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1A1CSjgRtMIYNVIFmj8qICtfr09pLzBz2lAzuLCBdLtY,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Reviews Amamentação 19/06,Cópia de Reviews Amamentação 19/06,file,application/vnd.google-apps.document,9512,2026-06-19T17:48:51.765Z,2026-06-19T17:48:51.765Z,1A1CSjgRtMIYNVIFmj8qICtfr09pLzBz2lAzuLCBdLtY,https://docs.google.com/document/d/1A1CSjgRtMIYNVIFmj8qICtfr09pLzBz2lAzuLCBdLtY/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1zCNKVX0IllSOoIPGhK219LmNLBZfEiYA1nfE-yOWLY4,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Reviews Cookbook Cancer 15/03,Cópia de Reviews Cookbook Cancer 15/03,file,application/vnd.google-apps.document,5886358,2026-03-16T00:38:17.833Z,2026-03-16T12:23:26.182Z,1zCNKVX0IllSOoIPGhK219LmNLBZfEiYA1nfE-yOWLY4,https://docs.google.com/document/d/1zCNKVX0IllSOoIPGhK219LmNLBZfEiYA1nfE-yOWLY4/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1G8A5dWH4KiC0m0GwOJyLrUzJ9VAoMcDio-Kj11j1GZY,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Reviews Framework EASO 20/05,Cópia de Reviews Framework EASO 20/05,file,application/vnd.google-apps.document,4853763,2026-05-20T23:16:32.771Z,2026-05-20T23:29:08.312Z,1G8A5dWH4KiC0m0GwOJyLrUzJ9VAoMcDio-Kj11j1GZY,https://docs.google.com/document/d/1G8A5dWH4KiC0m0GwOJyLrUzJ9VAoMcDio-Kj11j1GZY/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1IDTDC9z2CFDS_WCWPUR3rVx_JIc_9gOuDnpNQ3EAafw,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Reviews Gordura Trans 06/05,Cópia de Reviews Gordura Trans 06/05,file,application/vnd.google-apps.document,6942850,2026-05-07T00:51:10.261Z,2026-05-08T13:18:16.459Z,1IDTDC9z2CFDS_WCWPUR3rVx_JIc_9gOuDnpNQ3EAafw,https://docs.google.com/document/d/1IDTDC9z2CFDS_WCWPUR3rVx_JIc_9gOuDnpNQ3EAafw/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1eKs_mUr9owIM0qntdz-9xV7aok0FOp-3qLAcucvV7Mk,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Reviews Guideline ACG 2026 30/03,Cópia de Reviews Guideline ACG 2026 30/03,file,application/vnd.google-apps.document,14675,2026-03-30T21:00:48.631Z,2026-03-30T21:00:48.632Z,1eKs_mUr9owIM0qntdz-9xV7aok0FOp-3qLAcucvV7Mk,https://docs.google.com/document/d/1eKs_mUr9owIM0qntdz-9xV7aok0FOp-3qLAcucvV7Mk/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1D_K-XCERoHqR9NaXDWlgk_rc3GV0XzvSFrxkXSgElho,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Reviews Modificadores de Efeito 29/04,Cópia de Reviews Modificadores de Efeito 29/04,file,application/vnd.google-apps.document,1888000,2026-04-29T15:30:00.643Z,2026-04-29T15:34:20.415Z,1D_K-XCERoHqR9NaXDWlgk_rc3GV0XzvSFrxkXSgElho,https://docs.google.com/document/d/1D_K-XCERoHqR9NaXDWlgk_rc3GV0XzvSFrxkXSgElho/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1kjRHlxZvVUQs-D2cbLj9HS8vAevc3_fZE-aoP4HkAow,google-drive,Reviews,Reviews/Entregas Gabriel/Cópia de Reviews Treinamento e AVC 13/05,Cópia de Reviews Treinamento e AVC 13/05,file,application/vnd.google-apps.document,11738,2026-05-13T22:23:04.383Z,2026-05-16T19:45:10.824Z,1kjRHlxZvVUQs-D2cbLj9HS8vAevc3_fZE-aoP4HkAow,https://docs.google.com/document/d/1kjRHlxZvVUQs-D2cbLj9HS8vAevc3_fZE-aoP4HkAow/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:19uyKSap_siXj_lNa1KUW79lUMTzEhk6u,google-drive,Reviews,Reviews/Entregas Gabriel/Entendendo o Risco,Entendendo o Risco,folder,application/vnd.google-apps.folder,,2026-02-14T02:03:49.588Z,2026-02-14T02:03:49.588Z,19uyKSap_siXj_lNa1KUW79lUMTzEhk6u,https://drive.google.com/drive/folders/19uyKSap_siXj_lNa1KUW79lUMTzEhk6u,,,F,excluído,proposed,organizational_folder,unverified,,unresolved-metadata-only,drive-metadata,Pasta estrutural; não é conteúdo editorial. Snapshot: O MIME type retornado pelo Drive identifica uma pasta; o nome não foi usado para presumir status editorial dos itens internos.,size_bytes; returned_parent_ids
drive:1upy4-UGLH1s7_tBSIScNcIcanlEdJsyyOb2q611vK4s,google-drive,Reviews,Reviews/Entregas Gabriel/Entendendo o Risco/Apêndice Questões e Gabarito,Apêndice Questões e Gabarito,file,application/vnd.google-apps.document,8276,2026-02-14T02:04:57.328Z,2026-02-17T13:48:09.224Z,1upy4-UGLH1s7_tBSIScNcIcanlEdJsyyOb2q611vK4s,https://docs.google.com/document/d/1upy4-UGLH1s7_tBSIScNcIcanlEdJsyyOb2q611vK4s/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_deliverable_or_supporting_document,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização agrupa uma entrega editorial e seus materiais de apoio; não se presume publicação.,returned_parent_ids
drive:19Mj2kq8ydXYlMA54ZOoQ5qFSW0pRNpRR,google-drive,Reviews,Reviews/Entregas Gabriel/Entendendo o Risco/cálculo do risco relativo.png,cálculo do risco relativo.png,file,image/png,53168,2026-02-14T02:04:32.877Z,2026-02-11T14:23:27.000Z,19Mj2kq8ydXYlMA54ZOoQ5qFSW0pRNpRR,https://drive.google.com/file/d/19Mj2kq8ydXYlMA54ZOoQ5qFSW0pRNpRR/view?usp=drivesdk,,,D,material de discussão,proposed,editorial_supporting_visual,unverified,,unresolved-metadata-only,drive-metadata,"Ativo visual ou gravação potencialmente útil, ainda não aprovado como regra. Snapshot: A localização agrupa uma entrega editorial e seus materiais de apoio; não se presume publicação.",returned_parent_ids
drive:1Lapa5sXVte7YMrQH6MkmUu3TPgwo8DE1WDWv-V9k4tU,google-drive,Reviews,Reviews/Entregas Gabriel/Entendendo o Risco/Cópia de Reviews Entendendo o Risco 13/02,Cópia de Reviews Entendendo o Risco 13/02,file,application/vnd.google-apps.document,852963,2026-02-14T02:03:52.694Z,2026-02-19T17:49:38.072Z,1Lapa5sXVte7YMrQH6MkmUu3TPgwo8DE1WDWv-V9k4tU,https://docs.google.com/document/d/1Lapa5sXVte7YMrQH6MkmUu3TPgwo8DE1WDWv-V9k4tU/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_deliverable_or_supporting_document,unverified,,unresolved-metadata-only,drive-metadata,Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização agrupa uma entrega editorial e seus materiais de apoio; não se presume publicação.,returned_parent_ids
drive:1sK5c5Q7gv-DIrgwUQRsTw6nTXlHJO_HJ,google-drive,Reviews,Reviews/Entregas Gabriel/Entendendo o Risco/kaplan.png,kaplan.png,file,image/png,102015,2026-02-14T02:04:32.543Z,2026-02-11T14:23:45.000Z,1sK5c5Q7gv-DIrgwUQRsTw6nTXlHJO_HJ,https://drive.google.com/file/d/1sK5c5Q7gv-DIrgwUQRsTw6nTXlHJO_HJ/view?usp=drivesdk,,,D,material de discussão,proposed,editorial_supporting_visual,unverified,,unresolved-metadata-only,drive-metadata,"Ativo visual ou gravação potencialmente útil, ainda não aprovado como regra. Snapshot: A localização agrupa uma entrega editorial e seus materiais de apoio; não se presume publicação.",returned_parent_ids
drive:1r-kpdmqQJmtad2Ps5Aa0ZRGpYTeONjUl,google-drive,Reviews,Reviews/Entregas Gabriel/Entendendo o Risco/Knight_smoking-e1443202443842.png,Knight_smoking-e1443202443842.png,file,image/png,241555,2026-02-14T02:04:32.673Z,2026-02-14T01:58:52.000Z,1r-kpdmqQJmtad2Ps5Aa0ZRGpYTeONjUl,https://drive.google.com/file/d/1r-kpdmqQJmtad2Ps5Aa0ZRGpYTeONjUl/view?usp=drivesdk,,,D,material de discussão,proposed,editorial_supporting_visual,unverified,,unresolved-metadata-only,drive-metadata,"Ativo visual ou gravação potencialmente útil, ainda não aprovado como regra. Snapshot: A localização agrupa uma entrega editorial e seus materiais de apoio; não se presume publicação.",returned_parent_ids
drive:1uFAIBv-9Ul_cQYwERYsh-7qJVfD5k8S2,google-drive,Reviews,Reviews/Entregas Gabriel/Entendendo o Risco/Relative Risk.png,Relative Risk.png,file,image/png,173927,2026-02-14T02:04:32.913Z,2026-02-11T14:23:32.000Z,1uFAIBv-9Ul_cQYwERYsh-7qJVfD5k8S2,https://drive.google.com/file/d/1uFAIBv-9Ul_cQYwERYsh-7qJVfD5k8S2/view?usp=drivesdk,,,D,material de discussão,proposed,editorial_supporting_visual,unverified,,unresolved-metadata-only,drive-metadata,"Ativo visual ou gravação potencialmente útil, ainda não aprovado como regra. Snapshot: A localização agrupa uma entrega editorial e seus materiais de apoio; não se presume publicação.",returned_parent_ids
drive:1tNWlZ50MJzira8CHgV7YRkcttUscoFEI,google-drive,Reviews,Reviews/Entregas Gabriel/Entendendo o Risco/tabelaOR.png,tabelaOR.png,file,image/png,596623,2026-02-14T02:04:32.676Z,2026-02-14T02:00:46.000Z,1tNWlZ50MJzira8CHgV7YRkcttUscoFEI,https://drive.google.com/file/d/1tNWlZ50MJzira8CHgV7YRkcttUscoFEI/view?usp=drivesdk,,,D,material de discussão,proposed,editorial_supporting_visual,unverified,,unresolved-metadata-only,drive-metadata,"Ativo visual ou gravação potencialmente útil, ainda não aprovado como regra. Snapshot: A localização agrupa uma entrega editorial e seus materiais de apoio; não se presume publicação.",returned_parent_ids
drive:1QIag6mBwQhBIvmeiR1EIZtlefJQlsC_1v55O1KYUevY,google-drive,Reviews,Reviews/Entregas Gabriel/Obesidade pré clínica e clínica Reviews CÓPIA 10/12,Obesidade pré clínica e clínica Reviews CÓPIA 10/12,file,application/vnd.google-apps.document,332898,2025-12-18T15:14:42.630Z,2025-12-18T15:15:00.107Z,1QIag6mBwQhBIvmeiR1EIZtlefJQlsC_1v55O1KYUevY,https://docs.google.com/document/d/1QIag6mBwQhBIvmeiR1EIZtlefJQlsC_1v55O1KYUevY/edit?usp=drivesdk,,,D,material de discussão,proposed,editorial_working_document_or_handoff,unverified,,unresolved-metadata-only,drive-metadata,"Material fornecido para descoberta; influência normativa depende de aprovação humana. Snapshot: A localização em Entregas Gabriel sugere manuscrito ou entrega; prefixos como Cópia/Revisando são preservados, mas não convertidos em status confirmado.",returned_parent_ids
drive:1CPWSpmg86t-uluDJJf37FUl811pr9XSq,google-drive,Reviews,Reviews/Entregas Gabriel/Publicados,Publicados,folder,application/vnd.google-apps.folder,,2026-02-04T12:11:16.996Z,2026-02-04T12:11:16.996Z,1CPWSpmg86t-uluDJJf37FUl811pr9XSq,https://drive.google.com/drive/folders/1CPWSpmg86t-uluDJJf37FUl811pr9XSq,,,F,excluído,proposed,organizational_folder,unverified,,unresolved-metadata-only,drive-metadata,Pasta estrutural; não é conteúdo editorial. Snapshot: O MIME type retornado pelo Drive identifica uma pasta; o nome não foi usado para presumir status editorial dos itens internos.,size_bytes; returned_parent_ids
drive:1gwhg_oZgJrO0uQ8ujDQ9BehD6VNY3i1QLO0iRtu_pkM,google-drive,Reviews,Reviews/Entregas Gabriel/Publicados/[publicada] Reviews Colágeno RS com MA Cópia 07/01/26,[publicada] Reviews Colágeno RS com MA Cópia 07/01/26,file,application/vnd.google-apps.document,798297,2026-01-07T12:58:29.496Z,2026-02-02T22:04:02.768Z,1gwhg_oZgJrO0uQ8ujDQ9BehD6VNY3i1QLO0iRtu_pkM,https://docs.google.com/document/d/1gwhg_oZgJrO0uQ8ujDQ9BehD6VNY3i1QLO0iRtu_pkM/edit?usp=drivesdk,,,C,"publicado, mas histórico",proposed,published_area_editorial_item_unverified,published-name-marker,,unresolved-metadata-only,drive-metadata,"Nome marca publicação, mas o material permanece histórico até curadoria. Snapshot: O item está sob a pasta Publicados, mas o status de publicação não foi validado fora da organização da pasta.",returned_parent_ids
drive:17H2Zti0NqvU9Amq3cGUHU6HOC9TfK47ZJ8BRE7813ak,google-drive,Reviews,Reviews/Entregas Gabriel/Publicados/[publicado] Resposta Clínica Vitamina D Respiratória 14/12,[publicado] Resposta Clínica Vitamina D Respiratória 14/12,file,application/vnd.google-apps.document,13259,2025-12-15T00:16:42.369Z,2026-03-03T19:13:38.909Z,17H2Zti0NqvU9Amq3cGUHU6HOC9TfK47ZJ8BRE7813ak,https://docs.google.com/document/d/17H2Zti0NqvU9Amq3cGUHU6HOC9TfK47ZJ8BRE7813ak/edit?usp=drivesdk,,,C,"publicado, mas histórico",proposed,published_area_editorial_item_unverified,published-name-marker,,unresolved-metadata-only,drive-metadata,"Nome marca publicação, mas o material permanece histórico até curadoria. Snapshot: O item está sob a pasta Publicados, mas o status de publicação não foi validado fora da organização da pasta.",returned_parent_ids
drive:1nRGR4bV9BDsYg6dGfX5b6hTW8coUmHb1FdKK4acZEtY,google-drive,Reviews,Reviews/Entregas Gabriel/Publicados/Cópia de Cópia de Resposta Clínica Análogos de GLP-1 Cópia 21/01,Cópia de Cópia de Resposta Clínica Análogos de GLP-1 Cópia 21/01,file,application/vnd.google-apps.document,13044,2026-04-17T15:07:05.904Z,2026-04-17T15:07:05.904Z,1nRGR4bV9BDsYg6dGfX5b6hTW8coUmHb1FdKK4acZEtY,https://docs.google.com/document/d/1nRGR4bV9BDsYg6dGfX5b6hTW8coUmHb1FdKK4acZEtY/edit?usp=drivesdk,,,D,material de discussão,proposed,published_area_editorial_item_unverified,unverified,,unresolved-metadata-only,drive-metadata,"Está na área Publicados, que contém status mistos; publicação não foi presumida. Snapshot: O item está sob a pasta Publicados, mas o status de publicação não foi validado fora da organização da pasta.",returned_parent_ids
drive:1kzFaybdEenJwE2N4LY4EKx0PAMffqtuec9Wp_0a9tP8,google-drive,Reviews,Reviews/Entregas Gabriel/Publicados/Cópia de Resposta Clínica Análogos de GLP-1 Cópia 21/01,Cópia de Resposta Clínica Análogos de GLP-1 Cópia 21/01,file,application/vnd.google-apps.document,13044,2026-04-17T15:06:53.960Z,2026-04-17T15:06:53.961Z,1kzFaybdEenJwE2N4LY4EKx0PAMffqtuec9Wp_0a9tP8,https://docs.google.com/document/d/1kzFaybdEenJwE2N4LY4EKx0PAMffqtuec9Wp_0a9tP8/edit?usp=drivesdk,,,D,material de discussão,proposed,published_area_editorial_item_unverified,unverified,,unresolved-metadata-only,drive-metadata,"Está na área Publicados, que contém status mistos; publicação não foi presumida. Snapshot: O item está sob a pasta Publicados, mas o status de publicação não foi validado fora da organização da pasta.",returned_parent_ids
drive:16eMOjDcsaveWT3N74XLqfSiyMIRHJ1_e_FtXosPjp58,google-drive,Reviews,Reviews/Entregas Gabriel/Publicados/Cópia de Resposta Clínica Obesidade Infantil 28/02,Cópia de Resposta Clínica Obesidade Infantil 28/02,file,application/vnd.google-apps.document,9922,2026-03-01T23:17:47.867Z,2026-03-01T23:18:40.347Z,16eMOjDcsaveWT3N74XLqfSiyMIRHJ1_e_FtXosPjp58,https://docs.google.com/document/d/16eMOjDcsaveWT3N74XLqfSiyMIRHJ1_e_FtXosPjp58/edit?usp=drivesdk,,,D,material de discussão,proposed,published_area_editorial_item_unverified,unverified,,unresolved-metadata-only,drive-metadata,"Está na área Publicados, que contém status mistos; publicação não foi presumida. Snapshot: O item está sob a pasta Publicados, mas o status de publicação não foi validado fora da organização da pasta.",returned_parent_ids
drive:1BCg8VXWW47HhagWzHstilQr1a_fTj8X0wAHIbXP7mMI,google-drive,Reviews,Reviews/Entregas Gabriel/Publicados/Cópia de Resposta Clínica Ômega 3 e DCV 04/04,Cópia de Resposta Clínica Ômega 3 e DCV 04/04,file,application/vnd.google-apps.document,11547,2026-04-04T21:01:04.804Z,2026-04-04T21:01:04.805Z,1BCg8VXWW47HhagWzHstilQr1a_fTj8X0wAHIbXP7mMI,https://docs.google.com/document/d/1BCg8VXWW47HhagWzHstilQr1a_fTj8X0wAHIbXP7mMI/edit?usp=drivesdk,,,D,material de discussão,proposed,published_area_editorial_item_unverified,unverified,,unresolved-metadata-only,drive-metadata,"Está na área Publicados, que contém status mistos; publicação não foi presumida. Snapshot: O item está sob a pasta Publicados, mas o status de publicação não foi validado fora da organização da pasta.",returned_parent_ids
drive:1bj6H5dVjtmDe6Xw2gqf7fBYSNlzS9FZ9QpyV-aBHWsA,google-drive,Reviews,Reviews/Entregas Gabriel/Publicados/Cópia de Reviews ADA 2026 22/04,Cópia de Reviews ADA 2026 22/04,file,application/vnd.google-apps.document,13911,2026-04-22T12:43:10.486Z,2026-04-22T17:25:34.373Z,1bj6H5dVjtmDe6Xw2gqf7fBYSNlzS9FZ9QpyV-aBHWsA,https://docs.google.com/document/d/1bj6H5dVjtmDe6Xw2gqf7fBYSNlzS9FZ9QpyV-aBHWsA/edit?usp=drivesdk,,,D,material de discussão,proposed,published_area_editorial_item_unverified,unverified,,unresolved-metadata-only,drive-metadata,"Está na área Publicados, que contém status mistos; publicação não foi presumida. Snapshot: O item está sob a pasta Publicados, mas o status de publicação não foi validado fora da organização da pasta.",returned_parent_ids
